date,signal,benchmark_type,sample_name,specification,coefficient,coefficient_value,cross_section_nobs,cross_section_r2
1995-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.03460817932252143,4907,0.018125244059667867
1995-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0284211228539493,4956,0.06255468375099338
1995-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.015530844573525602,5128,0.04456635815944621
1995-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.010848787051781411,5136,0.026114079167376736
1995-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.013336437628163129,5157,0.056954320433031946
1996-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.03210923228009019,5171,0.024061123147912644
1996-02-29,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0035435115149639014,5157,0.014467582349887542
1996-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.04390222662662721,5138,0.053424188959397156
1996-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.019072305702037846,5136,0.07388862384548267
1996-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.030076581262386756,5117,0.10772801313605107
1996-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.021568467927591164,5107,0.12307082438334005
1996-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0026002004174817805,5123,0.021415677935994193
1996-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.005578356968348846,5091,0.01782830913129363
1996-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.012846503241478716,5118,0.0958699905638899
1996-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.031333258002156715,5276,0.037319564013895246
1996-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.007449852535984581,5290,0.06522822961153596
1996-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.013811074704742002,5288,0.0683773182147065
1997-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.035537190128200044,5331,0.09243821206120295
1997-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0038488232846903966,5314,0.057811682945163256
1997-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.046261583453400125,5299,0.07818176966176471
1997-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.032058789965113466,5291,0.029534663026943297
1997-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.00941006715428154,5267,0.016989494559703
1997-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.05040854071017577,5291,0.037665137049908815
1997-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-7.850162968684252e-05,5254,0.02063428093956665
1997-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0261240888970037,5328,0.0501990909205251
1997-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.016801634653676296,5568,0.12811788419244996
1997-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.01365046435927645,5594,0.1892751837970581
1997-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.04086527506930998,5611,0.06218891575370533
1998-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.013212787434453463,5623,0.027877589900086375
1998-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.002536926155787063,5597,0.01070068255705603
1998-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0062060412432442605,5567,0.01649916633236681
1998-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0055025103312362385,5535,0.05370305917225349
1998-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.00698120141353727,5487,0.05466717671683974
1998-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.015627078452878522,5439,0.026164502607240125
1998-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.005126842417300015,5430,0.17924962049077287
1998-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.005150511671378116,5394,0.04358746635930821
1998-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.022012997689703922,5404,0.04742621050893048
1998-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.02540186237364731,5513,0.038676262681270224
1998-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.03272737513085592,5512,0.02353771445671793
1998-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.06721754647161778,5497,0.131753420540622
1999-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.004646823658005433,5499,0.0324760261339091
1999-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.015401059264299405,5459,0.029796986667930958
1999-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.006095114859275278,5392,0.023038596219949525
1999-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.034578451971290516,5355,0.024388264330934994
1999-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.011827258805240342,5317,0.01818528920811402
1999-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.008326994913793255,5260,0.02802587197541806
1999-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.00756363890221131,5231,0.013396502215660577
1999-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.02844215684652769,5178,0.019419336409926546
1999-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.010839267683206744,5191,0.027112734626099644
1999-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.01642976765981938,5335,0.11824428063913306
1999-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.008907892838806952,5277,0.0815545426156612
1999-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.032330290422423046,5227,0.1578477379154124
2000-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.04123703509001242,5199,0.17334044449037866
2000-02-29,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.04196151459525022,5169,0.08540995393975648
2000-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.00234761657424666,5107,0.29389292867755834
2000-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.02119233909287522,5079,0.1393758560579359
2000-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.00942055672562094,5029,0.1669380197428072
2000-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.012738962058434139,4987,0.08041470659044947
2000-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.019844891277560797,4975,0.05463466606902767
2000-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.011585397852820803,4927,0.08079206877356626
2000-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.026625399342354604,4958,0.1003296399265794
2000-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.00849531296121876,5105,0.316249413129303
2000-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0026262622649751736,5087,0.16104903674536564
2000-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.02360791313105897,5055,0.3106373704555543
2001-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.04224842474602926,5053,0.29978961025897866
2001-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.022265199207721728,5029,0.16948047741165462
2001-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.03827935678015564,4978,0.0565759180795834
2001-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.05144953513756938,4937,0.02557531904441923
2001-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0031827052498043552,4862,0.030549131534292173
2001-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.028781246324986895,4815,0.10418294254067384
2001-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.004812241921373011,4801,0.08435543918709021
2001-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0012168054929138326,4734,0.12106233543294975
2001-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.028030585310148452,4768,0.12144893976658966
2001-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0021221961668820653,4933,0.08501536415598598
2001-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.003640667016468213,4912,0.02019983197517783
2001-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.007757168054763465,4891,0.06433891110052092
2002-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0028789716074494112,4871,0.17300453683293837
2002-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0040887801310174055,4836,0.02208270860054007
2002-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0044100179942496145,4803,0.1442744643271695
2002-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.08589935669721838,4776,0.07059319445680312
2002-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.02855103891516697,4733,0.15228496643688827
2002-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.01256195875702582,4701,0.04792783315228566
2002-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.030181963746782718,4688,0.011620626972062231
2002-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.018733881015454163,4648,0.1020998432785627
2002-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0013336927928974604,4639,0.06397366665946214
2002-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0031597437481235974,4661,0.21257794538314556
2002-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.02474885903490522,4632,0.16951813323909493
2002-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.04095986690703712,4595,0.03323532090781489
2003-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.04468844946832026,4574,0.027725348714408238
2003-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.02609029400320485,4537,0.010813800936508633
2003-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.011313906873415519,4492,0.06307664138135594
2003-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.002083256626590743,4456,0.18633816381028123
2003-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.006120676172496651,4425,0.056985812188627194
2003-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0019292878931588906,4390,0.0501027479267141
2003-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.02761494649995866,4388,0.028928751475519765
2003-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.04243749995038783,4355,0.08856801450196228
2003-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.020971073600417313,4348,0.038240524261410225
2003-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.01990915459843149,4374,0.01589030585411133
2003-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.025759669872906652,4360,0.036162618964299176
2003-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.018084995643360777,4332,0.15408252564255132
2004-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.02362684349570822,4318,0.03154405299604934
2004-02-29,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.03463419503751637,4300,0.023044583192437185
2004-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0027761254307005056,4278,0.0765294653415255
2004-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.01601352955954677,4245,0.031199541781138485
2004-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.020517695930688362,4217,0.029180928813163365
2004-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.03523780548930994,4182,0.20073733446854647
2004-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.006731096923257605,4169,0.04516319960300619
2004-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.03402893951587071,4154,0.018193886405829196
2004-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.003559577003461975,4152,0.010604707415535208
2004-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.005658163392672197,4176,0.04501061900981951
2004-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.022668214335528937,4159,0.06252675054974377
2004-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.010002049341990211,4154,0.10248821923046336
2005-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.00974307645944354,4158,0.02442497357954787
2005-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.006803641936038694,4153,0.052362807001200884
2005-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.005662996690761453,4132,0.07567176020072108
2005-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.05913397340652907,4118,0.06676290864359558
2005-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.028372839771495947,4094,0.01206858385367815
2005-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.02287685622003202,4072,0.02893498556106111
2005-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.020675241425691635,4051,0.009267573995517808
2005-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.02749614388614064,4020,0.019338624413292593
2005-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.021743267718500874,4029,0.04535200169740505
2005-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.020845894424963953,4118,0.028252527905647917
2005-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.016119660662788967,4118,0.010682020018417893
2005-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0024683635244096315,4107,0.08167714860483
2006-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.012719411547348188,4089,0.027395861198133975
2006-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.010186207345516427,4093,0.023160709287105896
2006-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.008327911541889724,4066,0.01702534849955295
2006-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.005985379409471721,4057,0.10326148690673287
2006-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.030600749472329093,4034,0.023232326085738997
2006-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.024717351381280298,4015,0.058095604591929084
2006-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.017007995395105724,4012,0.019757451258160086
2006-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.015234378814437519,3989,0.03009665807091466
2006-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.009000695223284954,4002,0.02899373403247585
2006-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.001633215698387135,4077,0.007568000545322029
2006-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.006578947016235783,4074,0.025177127787501252
2006-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.009438139008552313,4064,0.017136424074739365
2007-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.014432014253108284,4046,0.017486727943812674
2007-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.00618260615601601,4040,0.01602234225731336
2007-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.007181215374207649,4014,0.022469810185106187
2007-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.020319523686409158,3984,0.02925318865475801
2007-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.016906989523933234,3959,0.015108844614929118
2007-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.005115484832492962,3937,0.028487662238325995
2007-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.009204973129581753,3926,0.045455698927055255
2007-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.014501087692963904,3890,0.031082444823935518
2007-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.09496643275996956,3887,0.022947953185200265
2007-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.010902964583916673,3952,0.09596273344793371
2007-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.003428573508884417,3932,0.022708283060677625
2007-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.01647273624341565,3924,0.043272230881592155
2008-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.019034758264349656,3935,0.024457315261090073
2008-02-29,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0037036968587377465,3928,0.05848382154082432
2008-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.011288325691991187,3899,0.03307096243313079
2008-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.04779010331211062,3874,0.020130956252609855
2008-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.003154457503404578,3854,0.05225701447056785
2008-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.021634292051871975,3842,0.038939008603064096
2008-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.022863383958026368,3825,0.03347945994448531
2008-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0007783060724586392,3805,0.12006660409184555
2008-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.005754277028071719,3807,0.06340816498486346
2008-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.02259761565496604,3864,0.05788172160265437
2008-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.009856663913111574,3857,0.032662331838447356
2008-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.07038360100382476,3863,0.09253823069006462
2009-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0059149011675735975,3856,0.053741551911038354
2009-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.01538311109863131,3847,0.05146149526252808
2009-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.03077196811187706,3821,0.11860243360374201
2009-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.04750281465786061,3799,0.0431312485247588
2009-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.07133976502780554,3773,0.03358865501798769
2009-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.020190459033084484,3750,0.043433874657621385
2009-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0391357711295363,3731,0.08739934618386036
2009-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.022418440475862566,3718,0.04183639242810411
2009-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.029484280544148058,3715,0.09555318568261106
2009-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.026934146308613037,3745,0.021002479728057688
2009-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.07159734392173094,3717,0.03139916592005909
2009-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.004684687664812028,3702,0.052209083057569994
2010-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.0022822679784707187,3684,0.03318423052949959
2010-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.017215640407848887,3669,0.028160474401542124
2010-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.019006053487895698,3646,0.0962614508670121
2010-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.024306910730729964,3621,0.12203894705470408
2010-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.010505353575276986,3606,0.1508208997539785
2010-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.0002937117786361819,3593,0.07291833955924565
2010-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.018164052188565944,3564,0.053973200199156746
2010-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.03797105922314977,3550,0.07869982822135957
2010-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.02467907742739213,3535,0.022190296573772805
2010-10-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.03502590132573648,3545,0.03843238128188875
2010-11-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.006546540473708525,3527,0.03489485083241051
2010-12-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.03256820238618553,3515,0.03912192862814223
2011-01-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.00226105381631082,3513,0.01800458650264114
2011-02-28,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-8.150944092662031e-05,3500,0.023329310950834903
2011-03-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.032291949792588294,3485,0.03098705500541654
2011-04-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.01793860496926568,3462,0.04764644861572609
2011-05-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.02101025454364295,3440,0.041403591855896926
2011-06-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.01413852472813399,3405,0.03155518124007617
2011-07-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.033015511422432156,3398,0.12369697713944372
2011-08-31,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,-0.00719764707883826,3390,0.15387112191785157
2011-09-30,AnalystRevision,augmented_signal_history,full,baseline_missing_only,missing_indicator,0.030036056644661593,3392,0.13552676206695535
