signal,benchmark_type,draw_id,moment_family,instrument,moment_value,standardized_moment,j_contribution
AnalystRevision,augmented_signal_history,2,mis,inst_AnalystRevision_phase2_lag1_value,-0.003890612349780301,-4.004020371679093,8.274880730718241
AnalystRevision,augmented_signal_history,2,mis,inst_AnalystRevision_phase2_prev_observed_flag,-0.00011425436881289663,-1.4650175673309425,0.9379799235397609
AnalystRevision,augmented_signal_history,2,mis,inst_AnalystRevision_phase2_prior_missing_count,-0.4047564585706162,-2.8993158645364727,-20.122158129900118
AnalystRevision,augmented_signal_history,2,mis,inst_age,-0.06513040269904426,-3.7444799269263824,17.264365065795776
AnalystRevision,augmented_signal_history,2,mis,inst_baspread,-0.0002020112445928178,-3.3487476073707247,-87.26441404775193
AnalystRevision,augmented_signal_history,2,mis,inst_beta,-0.004450358321609898,-3.492674704690879,-7.378606909552489
AnalystRevision,augmented_signal_history,2,mis,inst_bm,-0.0027561726763007553,-3.5283036483513888,-21.389875200752787
AnalystRevision,augmented_signal_history,2,mis,inst_const,-0.003878139434982457,-4.01326328147482,-141.64658857171565
AnalystRevision,augmented_signal_history,2,mis,inst_idiovol,-0.00043101334021449384,-4.802903848448873,108.44032911634356
AnalystRevision,augmented_signal_history,2,mis,inst_ill,1.6444230391918928e-09,0.12885961099420284,0.08106447462518196
AnalystRevision,augmented_signal_history,2,mis,inst_maxret,-0.0003471508553551188,-2.825102233910656,-70.57882256981789
AnalystRevision,augmented_signal_history,2,mis,inst_mom1m,-0.00028582028887093894,-1.0397500789766645,10.794487871087544
AnalystRevision,augmented_signal_history,2,mis,inst_mve,-0.04232043438280221,-3.7862399834599922,-106.70846662038093
AnalystRevision,augmented_signal_history,2,mis,inst_retvol,-0.0001348130667365201,-3.019598564953361,87.02437334685152
AnalystRevision,augmented_signal_history,2,mis,inst_std_dolvol,-0.0037831560683962142,-3.5466576842575166,31.624632221116418
AnalystRevision,augmented_signal_history,2,mis,inst_std_turn,-0.18168635581135917,-7.588104403823987,-37.6953114270037
AnalystRevision,augmented_signal_history,2,mis,inst_turn,-0.023512231111018085,-8.111490016358774,132.2828388293749
AnalystRevision,augmented_signal_history,2,mis,x_cond_mean_cf_sq,-0.004994255197327666,-4.643691291994792,212.71193058840217
AnalystRevision,augmented_signal_history,2,obs,inst_AnalystRevision_phase2_ever_observed_before,0.0012668678121572048,0.9147829717606034,64.44756498978232
AnalystRevision,augmented_signal_history,2,obs,inst_AnalystRevision_phase2_lag1_observed,0.0009559896956845706,0.6980028121606905,-7.805612184208359
AnalystRevision,augmented_signal_history,2,obs,inst_AnalystRevision_phase2_lag1_value,-0.0010205557741552226,-0.7738614509531611,1.0198822680959267
AnalystRevision,augmented_signal_history,2,obs,inst_AnalystRevision_phase2_prev_observed_flag,0.0009559896956845706,0.6980028121606905,-13.438171825366727
AnalystRevision,augmented_signal_history,2,obs,inst_AnalystRevision_phase2_prior_missing_count,-0.06727284083288557,-1.0186609702811311,-3.8169684878435777
AnalystRevision,augmented_signal_history,2,obs,inst_age,0.013172233711062499,0.5185934563513732,-3.0902139577861254
AnalystRevision,augmented_signal_history,2,obs,inst_baspread,0.0002431079651296311,2.5847973674084987,-55.65201951399438
AnalystRevision,augmented_signal_history,2,obs,inst_beta,0.003594184021209606,1.6394286052897147,-6.806453661606814
AnalystRevision,augmented_signal_history,2,obs,inst_bm,0.0020611274981134947,1.3789705827640493,-3.743801415875391
AnalystRevision,augmented_signal_history,2,obs,inst_const,0.0009696046452172168,0.6977934581981678,200.35866828636546
AnalystRevision,augmented_signal_history,2,obs,inst_idiovol,0.00026794985363224434,2.02014394173262,33.58188176653365
AnalystRevision,augmented_signal_history,2,obs,inst_ill,7.291838938011984e-09,0.9211373257899271,1.1658059227081115
AnalystRevision,augmented_signal_history,2,obs,inst_maxret,0.0004621613185238969,2.4596138150497966,16.553905587675604
AnalystRevision,augmented_signal_history,2,obs,inst_mom1m,-0.00017358546665992167,-0.6649704359936651,1.7725375047727494
AnalystRevision,augmented_signal_history,2,obs,inst_mve,0.003261653606331696,0.1861465408585178,3.4913088764460083
AnalystRevision,augmented_signal_history,2,obs,inst_retvol,0.0001841442667625457,2.597627967459175,-30.939008266226285
AnalystRevision,augmented_signal_history,2,obs,inst_std_dolvol,0.0004874209057731131,0.4650903230210129,2.024440926911582
AnalystRevision,augmented_signal_history,2,obs,inst_std_turn,0.09457870998410467,1.7609958034531759,41.84602805258413
AnalystRevision,augmented_signal_history,2,obs,inst_turn,0.02042063846090473,2.2266758773385615,71.46201227081116
AnalystRevision,augmented_signal_history,2,obs,x_cond_mean_cf_sq,0.0005938743461844714,0.4184295930654743,-150.09848590238687
AnalystRevision,augmented_signal_history,3,mis,inst_AnalystRevision_phase2_ever_observed_before,-0.0026155783619366754,-3.5651942844464184,-42.66951908855191
AnalystRevision,augmented_signal_history,3,mis,inst_AnalystRevision_phase2_lag1_observed,0.00010706337361751353,0.9425888310329924,0.08382881294250966
AnalystRevision,augmented_signal_history,3,mis,inst_AnalystRevision_phase2_lag1_value,-0.003511295729742686,-4.282690935480392,50.10132584463858
AnalystRevision,augmented_signal_history,3,mis,inst_AnalystRevision_phase2_prev_observed_flag,0.00010706337361751353,0.9425888310329928,0.08486550287056602
AnalystRevision,augmented_signal_history,3,mis,inst_AnalystRevision_phase2_prior_missing_count,-0.5479387383765518,-8.080283910568857,27.23823100175602
AnalystRevision,augmented_signal_history,3,mis,inst_age,-0.0804153877160521,-7.447425730218955,71.82551842104176
AnalystRevision,augmented_signal_history,3,mis,inst_baspread,-9.207675795822302e-05,-1.4212088167303267,-5.386794975158115
AnalystRevision,augmented_signal_history,3,mis,inst_beta,-0.0020735997719476293,-1.6660758104752915,-18.50045459698142
AnalystRevision,augmented_signal_history,3,mis,inst_bm,-0.002115245520622617,-2.3196359258610975,5.537521608689123
AnalystRevision,augmented_signal_history,3,mis,inst_const,-0.0034226349763369327,-4.19221251849488,-1096.804260694801
AnalystRevision,augmented_signal_history,3,mis,inst_idiovol,-0.00030292419239557955,-3.7912522703601303,107.14276127448319
AnalystRevision,augmented_signal_history,3,mis,inst_ill,5.926854764469196e-08,2.5417626739647736,4.112731534330986
AnalystRevision,augmented_signal_history,3,mis,inst_maxret,-5.8883468397555265e-05,-0.3820303020354073,-9.40981390793356
AnalystRevision,augmented_signal_history,3,mis,inst_mom1m,5.020818284173782e-05,0.2888853203150471,-1.745003592484876
AnalystRevision,augmented_signal_history,3,mis,inst_mve,-0.04245105163806294,-5.04391669956324,280.7029686756754
AnalystRevision,augmented_signal_history,3,mis,inst_retvol,-3.942224093431057e-05,-0.757315149038324,22.163499188036294
AnalystRevision,augmented_signal_history,3,mis,inst_std_dolvol,-0.00306432377096425,-3.104013525017895,18.268777611880697
AnalystRevision,augmented_signal_history,3,mis,inst_std_turn,-0.17373453266953115,-10.853272345485607,-38.986765385372884
AnalystRevision,augmented_signal_history,3,mis,inst_turn,-0.025511924937175297,-13.656470455122882,120.3150615745199
AnalystRevision,augmented_signal_history,3,mis,x_cond_mean_cf_sq,-0.004797410456369759,-5.672666847675124,963.2641298489993
AnalystRevision,augmented_signal_history,3,obs,inst_AnalystRevision_phase2_ever_observed_before,0.0012668678121572048,0.9147829717606034,64.45929499821533
AnalystRevision,augmented_signal_history,3,obs,inst_AnalystRevision_phase2_lag1_observed,0.0009559896956845706,0.6980028121606905,-19.886120727820433
AnalystRevision,augmented_signal_history,3,obs,inst_AnalystRevision_phase2_lag1_value,-0.0010205557741552226,-0.7738614509531611,1.0200751461429272
AnalystRevision,augmented_signal_history,3,obs,inst_AnalystRevision_phase2_prev_observed_flag,0.0009559896956845706,0.6980028121606905,-1.3615760531736734
AnalystRevision,augmented_signal_history,3,obs,inst_AnalystRevision_phase2_prior_missing_count,-0.06727284083288557,-1.0186609702811311,-3.8176633559320923
AnalystRevision,augmented_signal_history,3,obs,inst_age,0.013172233711062499,0.5185934563513732,-3.090768699684841
AnalystRevision,augmented_signal_history,3,obs,inst_baspread,0.0002431079651296311,2.5847973674084987,-55.66295631988256
AnalystRevision,augmented_signal_history,3,obs,inst_beta,0.003594184021209606,1.6394286052897147,-6.807605366745521
AnalystRevision,augmented_signal_history,3,obs,inst_bm,0.0020611274981134947,1.3789705827640493,-3.7444168239281055
AnalystRevision,augmented_signal_history,3,obs,inst_const,0.0009696046452172168,0.6977934581981678,200.39681967611787
AnalystRevision,augmented_signal_history,3,obs,inst_idiovol,0.00026794985363224434,2.02014394173262,33.58804761625275
AnalystRevision,augmented_signal_history,3,obs,inst_ill,7.291838938011984e-09,0.9211373257899271,1.1652284144083904
AnalystRevision,augmented_signal_history,3,obs,inst_maxret,0.0004621613185238969,2.4596138150497966,16.556544814965356
AnalystRevision,augmented_signal_history,3,obs,inst_mom1m,-0.00017358546665992167,-0.6649704359936651,1.7728848271669695
AnalystRevision,augmented_signal_history,3,obs,inst_mve,0.003261653606331696,0.1861465408585178,3.4919648039326843
AnalystRevision,augmented_signal_history,3,obs,inst_retvol,0.0001841442667625457,2.597627967459175,-30.94349539240045
AnalystRevision,augmented_signal_history,3,obs,inst_std_dolvol,0.0004874209057731131,0.4650903230210129,2.025212866120484
AnalystRevision,augmented_signal_history,3,obs,inst_std_turn,0.09457870998410467,1.7609958034531759,41.853720502425055
AnalystRevision,augmented_signal_history,3,obs,inst_turn,0.02042063846090473,2.2266758773385615,71.47577058838334
AnalystRevision,augmented_signal_history,3,obs,x_cond_mean_cf_sq,0.0005938743461844714,0.4184295930654743,-150.12722183591282
AnalystRevision,augmented_signal_history,4,mis,inst_AnalystRevision_phase2_ever_observed_before,-0.0024831215241944244,-3.14344183918759,-0.9274467956790327
AnalystRevision,augmented_signal_history,4,mis,inst_AnalystRevision_phase2_lag1_observed,0.00016740170130008663,0.7041476175209659,0.8075114598096222
AnalystRevision,augmented_signal_history,4,mis,inst_AnalystRevision_phase2_lag1_value,-0.002564637572497817,-2.5759492139625815,-12.659552666185183
AnalystRevision,augmented_signal_history,4,mis,inst_AnalystRevision_phase2_prev_observed_flag,0.00016740170130008663,0.7041476175209651,0.8163091574740875
AnalystRevision,augmented_signal_history,4,mis,inst_AnalystRevision_phase2_prior_missing_count,-0.36801665974232156,-3.1016869389907447,20.127358891034227
AnalystRevision,augmented_signal_history,4,mis,inst_age,-0.03501553804741966,-1.7947225822379858,-30.172370380865736
AnalystRevision,augmented_signal_history,4,mis,inst_baspread,-9.170866833857468e-05,-1.1822491731038238,-16.897977464675293
AnalystRevision,augmented_signal_history,4,mis,inst_beta,-0.0020391423479249925,-1.88713832445241,2.045684497611307
AnalystRevision,augmented_signal_history,4,mis,inst_bm,-0.0021358774017421114,-2.2190797226964394,1.0893856009169858
AnalystRevision,augmented_signal_history,4,mis,inst_const,-0.0026176819836922667,-2.6392294030899084,97.82888774230852
AnalystRevision,augmented_signal_history,4,mis,inst_idiovol,-0.00026808993161801944,-2.38865609706585,19.327991871722922
AnalystRevision,augmented_signal_history,4,mis,inst_ill,4.1954074705313775e-10,0.022663223010718603,-0.03532806905771794
AnalystRevision,augmented_signal_history,4,mis,inst_maxret,-0.00018252027590851127,-1.4431951275339012,26.198321371193543
AnalystRevision,augmented_signal_history,4,mis,inst_mom1m,0.0003597407926919888,1.4412518433531663,8.85625415536917
AnalystRevision,augmented_signal_history,4,mis,inst_mve,-0.028144339249262084,-2.5114106539524137,-211.9552886478506
AnalystRevision,augmented_signal_history,4,mis,inst_retvol,-7.562851643320124e-05,-1.4525064333663038,-46.843954099164804
AnalystRevision,augmented_signal_history,4,mis,inst_std_dolvol,-0.0030686344766613603,-3.119613155561342,-16.75311706254839
AnalystRevision,augmented_signal_history,4,mis,inst_std_turn,-0.17626199089760655,-15.551217278055445,272.2251581220821
AnalystRevision,augmented_signal_history,4,mis,inst_turn,-0.022060008062058396,-8.771042521550704,-24.131476038842095
AnalystRevision,augmented_signal_history,4,mis,x_cond_mean_cf_sq,-0.003696151862533398,-3.441978604222947,286.85424024593067
AnalystRevision,augmented_signal_history,4,obs,inst_AnalystRevision_phase2_ever_observed_before,0.0012668678121572048,0.9147829717606034,64.45762619420697
AnalystRevision,augmented_signal_history,4,obs,inst_AnalystRevision_phase2_lag1_observed,0.0009559896956845706,0.6980028121606905,-8.935547325774506
AnalystRevision,augmented_signal_history,4,obs,inst_AnalystRevision_phase2_lag1_value,-0.0010205557741552226,-0.7738614509531611,1.020025300391646
AnalystRevision,augmented_signal_history,4,obs,inst_AnalystRevision_phase2_prev_observed_flag,0.0009559896956845706,0.6980028121606905,-12.311449104400202
AnalystRevision,augmented_signal_history,4,obs,inst_AnalystRevision_phase2_prior_missing_count,-0.06727284083288557,-1.0186609702811311,-3.8175633882246567
AnalystRevision,augmented_signal_history,4,obs,inst_age,0.013172233711062499,0.5185934563513732,-3.0907131789440694
AnalystRevision,augmented_signal_history,4,obs,inst_baspread,0.0002431079651296311,2.5847973674084987,-55.65889198415255
AnalystRevision,augmented_signal_history,4,obs,inst_beta,0.003594184021209606,1.6394286052897147,-6.807705718798263
AnalystRevision,augmented_signal_history,4,obs,inst_bm,0.0020611274981134947,1.3789705827640493,-3.744533795896498
AnalystRevision,augmented_signal_history,4,obs,inst_const,0.0009696046452172168,0.6977934581981678,200.38619820889778
AnalystRevision,augmented_signal_history,4,obs,inst_idiovol,0.00026794985363224434,2.02014394173262,33.58697835292418
AnalystRevision,augmented_signal_history,4,obs,inst_ill,7.291838938011984e-09,0.9211373257899271,1.1677503409010532
AnalystRevision,augmented_signal_history,4,obs,inst_maxret,0.0004621613185238969,2.4596138150497966,16.557338952881658
AnalystRevision,augmented_signal_history,4,obs,inst_mom1m,-0.00017358546665992167,-0.6649704359936651,1.772760230957672
AnalystRevision,augmented_signal_history,4,obs,inst_mve,0.003261653606331696,0.1861465408585178,3.4918052360970426
AnalystRevision,augmented_signal_history,4,obs,inst_retvol,0.0001841442667625457,2.597627967459175,-30.946406589664555
AnalystRevision,augmented_signal_history,4,obs,inst_std_dolvol,0.0004874209057731131,0.4650903230210129,2.0238560093983726
AnalystRevision,augmented_signal_history,4,obs,inst_std_turn,0.09457870998410467,1.7609958034531759,41.85238956469395
AnalystRevision,augmented_signal_history,4,obs,inst_turn,0.02042063846090473,2.2266758773385615,71.47149421065184
AnalystRevision,augmented_signal_history,4,obs,x_cond_mean_cf_sq,0.0005938743461844714,0.4184295930654743,-150.11875442170296
AnalystRevision,augmented_signal_history,5,mis,inst_AnalystRevision_phase2_ever_observed_before,-0.0028518339847406174,-3.9741740137906603,14.26807156934781
AnalystRevision,augmented_signal_history,5,mis,inst_AnalystRevision_phase2_lag1_observed,8.773201269117642e-05,0.6015350041521822,-0.4371885873280192
AnalystRevision,augmented_signal_history,5,mis,inst_AnalystRevision_phase2_lag1_value,-0.003821469351104479,-4.389708705096858,19.900538149358027
AnalystRevision,augmented_signal_history,5,mis,inst_AnalystRevision_phase2_prev_observed_flag,8.773201269117642e-05,0.6015350041521824,-0.44554941054843616
AnalystRevision,augmented_signal_history,5,mis,inst_AnalystRevision_phase2_prior_missing_count,-0.523824021783612,-7.4108244904088,-28.41519118967699
AnalystRevision,augmented_signal_history,5,mis,inst_age,-0.0772655614231711,-6.932547379047233,35.309965289692634
AnalystRevision,augmented_signal_history,5,mis,inst_baspread,-0.00011632144702558137,-1.8856176796025048,12.072841963147262
AnalystRevision,augmented_signal_history,5,mis,inst_beta,-0.0029844941925979405,-2.9466073570316,18.70647754915692
AnalystRevision,augmented_signal_history,5,mis,inst_bm,-0.0028252273217409776,-3.6454503880210414,16.92304224378776
AnalystRevision,augmented_signal_history,5,mis,inst_const,-0.0036660744957315934,-4.18430020084241,-1272.9949906904599
AnalystRevision,augmented_signal_history,5,mis,inst_idiovol,-0.0002784675932898671,-2.772968263365751,-90.95982509393369
AnalystRevision,augmented_signal_history,5,mis,inst_ill,2.643368441636694e-08,1.3747319712210513,2.9549855371204408
AnalystRevision,augmented_signal_history,5,mis,inst_maxret,-0.0002012792926838498,-1.8168221489587313,-2.9994273168884105
AnalystRevision,augmented_signal_history,5,mis,inst_mom1m,-8.925015285679659e-06,-0.06858951890318163,0.03440515574272279
AnalystRevision,augmented_signal_history,5,mis,inst_mve,-0.0446141245057844,-4.910972840542432,89.4669721747301
AnalystRevision,augmented_signal_history,5,mis,inst_retvol,-7.628994300307272e-05,-1.6619139624826287,30.524958988165753
AnalystRevision,augmented_signal_history,5,mis,inst_std_dolvol,-0.003544456174960373,-3.3246299040351697,-21.447626366808404
AnalystRevision,augmented_signal_history,5,mis,inst_std_turn,-0.16629432648967113,-10.83747920969373,1.1561074930640023
AnalystRevision,augmented_signal_history,5,mis,inst_turn,-0.022120680885496794,-10.653460243831377,-12.664378636006687
AnalystRevision,augmented_signal_history,5,mis,x_cond_mean_cf_sq,-0.0050083713391385915,-5.470990699871037,1590.34929511539
AnalystRevision,augmented_signal_history,5,obs,inst_AnalystRevision_phase2_ever_observed_before,0.0012668678121572048,0.9147829717606034,64.45763831697218
AnalystRevision,augmented_signal_history,5,obs,inst_AnalystRevision_phase2_lag1_observed,0.0009559896956845706,0.6980028121606905,-20.417149747626315
AnalystRevision,augmented_signal_history,5,obs,inst_AnalystRevision_phase2_lag1_value,-0.0010205557741552226,-0.7738614509531611,1.0200382135354291
AnalystRevision,augmented_signal_history,5,obs,inst_AnalystRevision_phase2_prev_observed_flag,0.0009559896956845706,0.6980028121606905,-0.8299321952933889
AnalystRevision,augmented_signal_history,5,obs,inst_AnalystRevision_phase2_prior_missing_count,-0.06727284083288557,-1.0186609702811311,-3.81756495379228
AnalystRevision,augmented_signal_history,5,obs,inst_age,0.013172233711062499,0.5185934563513732,-3.090700653768473
AnalystRevision,augmented_signal_history,5,obs,inst_baspread,0.0002431079651296311,2.5847973674084987,-55.66033029879773
AnalystRevision,augmented_signal_history,5,obs,inst_beta,0.003594184021209606,1.6394286052897147,-6.807558988159877
AnalystRevision,augmented_signal_history,5,obs,inst_bm,0.0020611274981134947,1.3789705827640493,-3.744417999266164
AnalystRevision,augmented_signal_history,5,obs,inst_const,0.0009696046452172168,0.6977934581981678,200.38917316048568
AnalystRevision,augmented_signal_history,5,obs,inst_idiovol,0.00026794985363224434,2.02014394173262,33.58710498530136
AnalystRevision,augmented_signal_history,5,obs,inst_ill,7.291838938011984e-09,0.9211373257899271,1.166367154152252
AnalystRevision,augmented_signal_history,5,obs,inst_maxret,0.0004621613185238969,2.4596138150497966,16.556674109381387
AnalystRevision,augmented_signal_history,5,obs,inst_mom1m,-0.00017358546665992167,-0.6649704359936651,1.7728029358762187
AnalystRevision,augmented_signal_history,5,obs,inst_mve,0.003261653606331696,0.1861465408585178,3.49184495110246
AnalystRevision,augmented_signal_history,5,obs,inst_retvol,0.0001841442667625457,2.597627967459175,-30.94439480350552
AnalystRevision,augmented_signal_history,5,obs,inst_std_dolvol,0.0004874209057731131,0.4650903230210129,2.024563827179217
AnalystRevision,augmented_signal_history,5,obs,inst_std_turn,0.09457870998410467,1.7609958034531759,41.852531806621705
AnalystRevision,augmented_signal_history,5,obs,inst_turn,0.02042063846090473,2.2266758773385615,71.47282067990642
AnalystRevision,augmented_signal_history,5,obs,x_cond_mean_cf_sq,0.0005938743461844714,0.4184295930654743,-150.12126558382107
AnalystRevision,augmented_signal_history,6,mis,inst_AnalystRevision_phase2_ever_observed_before,-0.003281980594783513,-4.6875491346688625,-23.179345689063187
AnalystRevision,augmented_signal_history,6,mis,inst_AnalystRevision_phase2_lag1_observed,-0.0002343291884360487,-1.8515238992909633,3.067018146966428
AnalystRevision,augmented_signal_history,6,mis,inst_AnalystRevision_phase2_lag1_value,-0.0047304561139445735,-6.24501950570697,-144.40223765616102
AnalystRevision,augmented_signal_history,6,mis,inst_AnalystRevision_phase2_prev_observed_flag,-0.0002343291884360487,-1.8515238992909626,1.8463691456914584
AnalystRevision,augmented_signal_history,6,mis,inst_AnalystRevision_phase2_prior_missing_count,-0.5545292399264317,-9.19197422995204,48.18244525199186
AnalystRevision,augmented_signal_history,6,mis,inst_age,-0.07904274261317182,-7.056974580025598,-29.112892448267736
AnalystRevision,augmented_signal_history,6,mis,inst_baspread,-0.00023556710950342082,-3.8197284946639027,3.5327247689503354
AnalystRevision,augmented_signal_history,6,mis,inst_beta,-0.00475691093387596,-5.382609825117759,47.70218136154354
AnalystRevision,augmented_signal_history,6,mis,inst_bm,-0.003503887295848055,-4.215711790767612,12.373868666297662
AnalystRevision,augmented_signal_history,6,mis,inst_const,-0.004835884329732297,-6.396574350068072,-2070.8623089470025
AnalystRevision,augmented_signal_history,6,mis,inst_idiovol,-0.0004338256747553746,-4.843035108913472,-24.94703651523973
AnalystRevision,augmented_signal_history,6,mis,inst_ill,4.675503032800323e-09,0.23859299328913922,-0.8870803531825513
AnalystRevision,augmented_signal_history,6,mis,inst_maxret,-0.000414641388765271,-3.8125773411531956,-84.63304696852344
AnalystRevision,augmented_signal_history,6,mis,inst_mom1m,-0.00017617516765793938,-1.3878256761141208,3.080370341791829
AnalystRevision,augmented_signal_history,6,mis,inst_mve,-0.054543842503968196,-6.868664229746399,460.394420499735
AnalystRevision,augmented_signal_history,6,mis,inst_retvol,-0.00018044697779145415,-4.022505206779941,163.63584167338482
AnalystRevision,augmented_signal_history,6,mis,inst_std_dolvol,-0.0049994696903378376,-6.293829530841562,17.273003850399476
AnalystRevision,augmented_signal_history,6,mis,inst_std_turn,-0.19903008257854463,-13.033385738943874,-84.42501871166328
AnalystRevision,augmented_signal_history,6,mis,inst_turn,-0.0275317502075799,-15.357661133806715,116.43522353225886
AnalystRevision,augmented_signal_history,6,mis,x_cond_mean_cf_sq,-0.0061553582450272135,-7.770010719071483,2067.5347315628765
AnalystRevision,augmented_signal_history,6,obs,inst_AnalystRevision_phase2_ever_observed_before,0.0012668678121572048,0.9147829717606034,64.4605747416323
AnalystRevision,augmented_signal_history,6,obs,inst_AnalystRevision_phase2_lag1_observed,0.0009559896956845706,0.6980028121606905,-110.19767315012439
AnalystRevision,augmented_signal_history,6,obs,inst_AnalystRevision_phase2_lag1_value,-0.0010205557741552226,-0.7738614509531611,1.0200946399274982
AnalystRevision,augmented_signal_history,6,obs,inst_AnalystRevision_phase2_prev_observed_flag,0.0009559896956845706,0.6980028121606905,88.94955628373027
AnalystRevision,augmented_signal_history,6,obs,inst_AnalystRevision_phase2_prior_missing_count,-0.06727284083288557,-1.0186609702811311,-3.817740478009334
AnalystRevision,augmented_signal_history,6,obs,inst_age,0.013172233711062499,0.5185934563513732,-3.0908316602382984
